id,title,new_add,소재지주소,지정일자,음식의유형,주된음식종류,call,img_url,Latitude,Longitude
241,쌈꾼,"대전광역시 서구 변동로 110, 1층 (변동)",대전광역시 서구 변동 43-9 1층 ,20130722,한식,"김치찌개,삼겹살",042 523 3393,NULL,36.3231867,127.384768
242,여자만장어구이,"대전광역시 서구 만년로68번길 38, 1층 (만년동)",대전광역시 서구 만년동 367 ,20131230,한식,장어구이,042 486 6687,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_180%2F1441056961924EfjT6_JPEG%2F156155408648809_0.jpg,36.3653387,127.3805651
243,손수차림,"대전광역시 서구 신갈마로 3, 1층 (내동)",대전광역시 서구 내동 152-26 1층 ,20130430,한식,숯불구이,042 525 3338,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjdfMTQ5%2FMDAxNTk1ODI4ODExMDkz.eaxp9LcZJ0l_wicgPsPM-KhGlncyXGDjxSUAoRA53tQg.WOT6SZ5mah1_mZjmzMQ2iWEFVCLJ1geKO8ecNIZ4Fbgg.JPEG.honginzu%2F%25BC%25D5%25BC%25F6%25C2%25F7%25B8%25B2_%25289%2529.jpg,36.3370254,127.3666681
244,베스타까르르스타,"대전광역시 서구 만년로 70, 9~11층 (만년동)",대전광역시 서구 만년동 339 ,20130722,뷔페,뷔페,042  4873366,NULL,36.3669068,127.3805616
245,토종칼국수,"대전광역시 서구 신갈마로 172, 2층 (갈마동)",대전광역시 서구 갈마동 338-7 ,20130722,분식,냉채족발,042 535 9055,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTVfMjE4%2FMDAxNjU1MjY4NzE0NTY2.r8rjd0V_teWJw3980Bg4o5ABQf0qBdbGb6HKHtgTaN4g.gUyQd118cvjvnpyPxcaG9h8__vgXc-5KgyFHry3AZJgg.JPEG.aloha_peach%2Foutput_3488246866.jpg,36.3489983,127.3686935
246,김삿갓,"대전광역시 서구 둔산남로105번길 28, 1층 (둔산동)",대전광역시 서구 둔산동 1489 1층 ,20170428,한식,"족발, 보쌈",042 489 0080,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTJfMjc0%2FMDAxNjU1MDI1NTI4Mjk1.eyssAEdvmt7z1hUdmmPDPIJpbWT72OH0BmEpcW_MIiQg.crHpnDngMBPOETgeHhuHQKZvXvSBq2ad6ICmYxTC-MUg.JPEG.annagwon12%2FIMG_5933.jpg,36.3502338,127.3894886
247,로보쿡둔산점,"대전광역시 서구 둔산로 15, 1층,지하1층 (둔산동)","대전광역시 서구 둔산동 970 (1층,지하1층) ",20141223,양식,화덕피자,042 471 5009,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151109_74%2F14470459290905y7GU_JPEG%2F166775545070475_16.jpg,36.3539296,127.3756663
248,하늘한식부페,"대전광역시 서구 둔산중로 54, 15층 (둔산동)",대전광역시 서구 둔산동 1412 ,20141013,한식,부페,042 485 5577,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzEwMTZfNzEg%2FMDAxNTA4MTI3MzYyNzQ0.WZKZcgdygp9LEqvLKV8BgyHbPAbLh9yL3h4QLyeVTxcg.JtUioB4QYuX98lbQqZ8szCJKgdz8Oak4H6w1YkEYsJcg.JPEG.kimmiae1106%2F20171016_120520.jpg,36.3515672,127.387114
249,경복궁앤삿뽀로,"대전광역시 서구 대덕대로 366, 2층 (만년동)",대전광역시 서구 만년동 282 2층 ,20170428,한식,등심구이,042 482 7766,NULL,36.3654908,127.3800123
250,구룡포자연산막회,"대전광역시 서구 청사로123번길 11, 2층 (월평동)",대전광역시 서구 월평동 275 2층 ,20141013,일식,자연산막회,042 221 1880,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180313_131%2F15209053628221GNNB_PNG%2Fcwby6J_9wlRuMLJ__ErPLVcW.png,36.3603594,127.3772874
251,소나무풍경,"대전광역시 서구 괴정로116번길 42, 1층 (괴정동)",대전광역시 서구 괴정동 85-2 1층 ,20171030,한식,곰탕,042 525 9925,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200206_52%2F1580975377242jXHBC_JPEG%2FU3J_Y-nB4XcamqIe-mX8yPkt.jpeg.jpg,36.336375,127.3836172
252,양지식당,대전광역시 서구 갈마로 46 (갈마동),대전광역시 서구 갈마동 363-5 ,20160324,한식,삼겹살,042 527 2238,NULL,36.3481309,127.3691317
253,착한낙지 정림점,"대전광역시 서구 계백로 1269, 1층 (정림동)",대전광역시 서구 정림동 267 1층 ,20141223,한식,"낙지볶음, 연포탕",042 536 0076,NULL,36.3079077,127.3637513
254,스시오니,"대전광역시 서구 대덕대로234번길 46, 1층 (둔산동)",대전광역시 서구 둔산동 1309 1층 ,20151020,일식,활어회,042 472 3355,NULL,36.3532933,127.3822594
255,구르메,"대전광역시 서구 둔산대로117번길 22, 2층 (만년동)",대전광역시 서구 만년동 377 2층 ,20150327,한식,한정식,042 472 0776,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150916_249%2F1442381513026nIRpq_JPEG%2F11726094_16.jpg,36.3658988,127.3825643
256,갑부본가,"대전광역시 서구 계백로 1145, 좋은빌딩 1층 101,102,103호 (가수원동)",대전광역시 서구 가수원동 1051 좋은빌딩 ,20150703,한식,석갈비,042 538 1800,NULL,36.3023209,127.3527746
257,보성이네생삼겹살전문점,"대전광역시 서구 용소로12번길 6-11, 1층 (가수원동)",대전광역시 서구 가수원동 921 1층 ,20170428,한식,삼겹살,042 546 7892,NULL,36.3090307,127.3412801
258,진성아구찜,대전광역시 서구 도안동로31번길 20-16 (가수원동),대전광역시 서구 가수원동 932 ,20151020,한식,아구찜,042 541 3940,NULL,36.3023209,127.3527746
259,대대로감자탕,"대전광역시 서구 둔산중로134번길 21, 1층 110호 (둔산동)",대전광역시 서구 둔산동 923 ,20150703,한식,감자탕,042 482 6767,NULL,36.3589924,127.388141
260,참맛있는칼국수,"대전광역시 서구 청사서로54번길 17, 2층 (월평동, 2층일부)",대전광역시 서구 월평동 229 ,20151230,한식,칼국수,042 483 9259,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180502_284%2F1525219486433aPaif_JPEG%2FJZ_v835NA4toIWRl6R8M583O.jpg,36.3627424,127.3776596
261,추성순대족발,"대전광역시 서구 둔산중로134번길 39, 1층 108호 (둔산동)",대전광역시 서구 둔산동 925 ,20151230,한식,순대국밥,042 824 2620,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170430_10%2F1493537348112HM44c_JPEG%2Fimage_%25283%2529.jpg,36.3589802,127.3890983
262,시온성,"대전광역시 서구 구봉산북로280번길 12, 1층 (관저동)",대전광역시 서구 관저동 1613-1 ,20161014,중식,짜장면,042 541 1700,NULL,36.3068199,127.3346143
263,토종칼국수 복수점,"대전광역시 서구 복수남로 6, 1층 (복수동, 1층일부)",대전광역시 서구 복수동 729 ,20170428,한식,칼국수,042 581 5662,NULL,36.2972839,127.3805904
264,까치돌구이,"대전광역시 서구 문정로89번길 32, 1층 (탄방동, 1층일부)",대전광역시 서구 탄방동 733 ,20160324,한식,삼겹살,042 472 0492,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170920_137%2F1505871408636NbEmj_JPEG%2FCWJVFLhkUkw_KYnKHXPgB4DU.JPG.jpg,36.3481979,127.3894822
265,오가네대구왕뽈떼기,"대전광역시 서구 갈마로 36, 1층 (갈마동)",대전광역시 서구 갈마동 338-3 ,20161213,한식,대구뽈찜,042 526 3007,NULL,36.3490722,127.36886
266,한우전문점 눈꽃,"대전광역시 서구 둔산남로 100, 8층 (탄방동)",대전광역시 서구 탄방동 724 ,20171226,한식,등심구이,042 485 7796,NULL,36.3487028,127.3886538
267,(주)유성컨트리클럽본관식당,대전광역시 유성구 현충원로 200 (덕명동),대전광역시 유성구 덕명동 215-7 ,20040901,,전골, 042 8227103,NULL,36.354013,127.2903348
268,숯골원조냉면식당,대전광역시 유성구 신성로 122 (신성동),대전광역시 유성구 신성동 166-1 ,20110405,,"냉면,백숙", 042 8616730,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA4MDdfNTgg%2FMDAxNjU5ODQyMzE4ODM2.3etHjncxwgbd98KKcXGwreP1y0QOVwrjv2EIktH86Ogg.zBag737RKn_zIWk2Vzs14-s4zqDdbGxnQXr3fJ2Qmugg.JPEG.jm9332103%2FKakaoTalk_20220807_120644634_04.jpg,36.3931234,127.3522737
269,유성삼겹살,대전광역시 유성구 계룡로59번길 9 (봉명동),대전광역시 유성구 봉명동 469-30 ,20040901,,불고기류전문, 042 8235222,NULL,36.3554087,127.3375369
270,연래춘대반점식당,대전광역시 유성구 대학로 78 (궁동),대전광역시 유성구 궁동 482-8 외 1필지 ,20040901,,중국음식(자장면등), 042 8251177,NULL,36.3604666,127.3444326
271,삼복가든,"대전광역시 유성구 온천서로 32-18, 지상1층 (봉명동)",대전광역시 유성구 봉명동 440-18 ,20130429,한식,"생갈비,생등심",042 822 5949,NULL,36.3571392,127.3413139
272,나들이 일식,"대전광역시 유성구 온천로 44, 지상2층 (봉명동)",대전광역시 유성구 봉명동 551-2 지상2층 ,20111227,,"생선회,참치", 042 8255548,NULL,36.3549434,127.3425413
273,장수진곰탕,"대전광역시 유성구 온천서로 26, 지상1층 (봉명동)",대전광역시 유성구 봉명동 441-14 ,20130429,한식,곰탕,042 822 3131,NULL,36.35655,127.3402025
274,임진강장어,"대전광역시 유성구 문화원로 143, 지상1층 (봉명동)",대전광역시 유성구 봉명동 666-2 지상1층 ,20090929,,장어구이,042  8259200,NULL,36.3583902,127.3517059
275,미소정,대전광역시 유성구 노은서로142번길 47 (지족동),대전광역시 유성구 지족동 887 ,20040901,,"쭈꾸미양념구이, 우렁쌈밥, 돼지갈비", 042477 0933,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200604_28%2F1591251544954pfiwV_JPEG%2FzezYtleCGEmqeMCZqJHK0CKQ.jpg,36.3744073,127.3158657
276,김영희 강남동태찜,"대전광역시 유성구 은구비로 2, 1층 (지족동)",대전광역시 유성구 지족동 884-1 ,20040901,,"동태찜,탕", 042 4778063,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAzMDhfNTMg%2FMDAxNjE1MjA2OTE3MzU0.Et_JakIuO1MOgdmrz-dH2MiNbd_0t-8eYypVTk18aEsg.ZQ_MXZi-kHP2knuB_hvmNvr3FURtgSSYOSiXTEBuacwg.JPEG.jooblack03%2FIMG_4147.jpg,36.3757216,127.3154496
277,식후경,대전광역시 유성구 북유성대로 393 (외삼동),대전광역시 유성구 외삼동 334 ,20050411,,"석갈비, 훈제오리", 042 8245656,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200220_77%2F1582174931726LszNU_JPEG%2FYV6hMWqdhlIzCuUeKJE7Tpcw.jpg,36.39905,127.3091883
278,화평동 왕냉면,대전광역시 유성구 문화원로 124 (봉명동),대전광역시 유성구 봉명동 642-1 ,20080717,,"돼지갈비,냉면", 042 8230071,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_260%2F1441027625188HYsT0_JPEG%2F96368506639468_0.jpg,36.3582758,127.3493937
279,어수사일식,"대전광역시 유성구 온천로 22, 지상1층 (봉명동)",대전광역시 유성구 봉명동 445-3 1층 ,20051004,,"생선회,초밥",042 825 4949,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190130_69%2F1548830029943SkoEo_JPEG%2FmuolC0lD6_VN1hjDzbaJ0Xxw.jpeg.jpg,36.3552999,127.3403512
280,채울,대전광역시 유성구 진잠로78번길 48 (원내동),대전광역시 유성구 원내동 309-4 ,20050701,,감자탕, 042 5425533,NULL,36.2990395,127.3186232
281,대전맛집 풍국면 봉명점,"대전광역시 유성구 온천동로65번길 39, 지상1층 101,102,103호 (봉명동, 노블레스투)","대전광역시 유성구 봉명동 692-1 노블레스투 1층 101,102,103호 ",20160406,한식,간장게장,042 826 4640,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220908_61%2F1662632604260FjVGn_JPEG%2F1662277386576%25A3%25AD11.jpg,36.3568891,127.3506108
282,고려한방삼계탕,"대전광역시 유성구 문화원로14번길 42, 지상1층 (장대동)",대전광역시 유성구 장대동 360-10 1층 ,20080717,,삼계탕,042 823 2330,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190131_204%2F1548945241973nQe3N_JPEG%2FyBdfy8SnxY9RmQ40i1NfhJ_z.jpg,36.3596431,127.3380938
283,도안동감나무집(관평점),"대전광역시 유성구 테크노중앙로 54, 지상2층 201,202호 (관평동)","대전광역시 유성구 관평동 943 외 1필지 지상2층 201,202호",20121025,,"오리수육, 누룽지백숙",042 935 3350,NULL,36.4260265,127.3913313
284,외양간 암돼지,"대전광역시 유성구 문화원로10번길 2, 지상1층 101호 (장대동)",대전광역시 유성구 장대동 356-23 지상1층 101호 ,20151216,육류,소고기 구이, 042 8252860,NULL,36.3612988,127.3371371
285,살루떼,"대전광역시 유성구 엑스포로 240, 1층 (원촌동)",대전광역시 유성구 원촌동 48-2 1층 ,20111004,경양식,"스테이크,스파게티",042 862 0052,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151209_63%2F1449631386770zgEql_JPEG%2F167159525323208_13.jpg,36.3777176,127.4056516
286,리원,"대전광역시 유성구 테크노중앙로 155 (용산동, 테크노피아 2층 201~204 3층 301~304)",대전광역시 유성구 용산동 575 테크노피아 2층 201~204 3층 301~304 ,20091216,,중국요리,042 671 8888,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200712_30%2F1594558742687NxW8h_JPEG%2FNIqt72HejxRZXcQyJk0KQrmr.jpg,36.4227456,127.4008603
287,송정설렁탕,"대전광역시 유성구 온천로 53, 지상1층 102호,103호 (봉명동)","대전광역시 유성구 봉명동 537-6 대양오피스텔 지상1층 102호,103호 ",20170629,한식,설렁탕,042 826 1228,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200221_160%2F1582271959712NKkQ1_JPEG%2Fimage.jpg,36.3556328,127.3439954
288,토종칼국수,"대전광역시 유성구 노은서로 61, 지상1층 (노은동)",대전광역시 유성구 노은동 564-5 1층 ,20091216,,칼국수,042 822 1118,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151209_134%2F1449631336781ygw7E_JPEG%2F167159525235614_0.jpg,36.3660439,127.3125825
289,띠울석갈비(테크노점),"대전광역시 유성구 테크노4로 57, 지상1층 (관평동)",대전광역시 유성구 관평동 748 지상1층 ,20100408,,"석갈비,갈비탕",042 935 3535,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODAyMjhfMjIw%2FMDAxNTE5ODE0NDEzMzAz.3Tpb_lrfW7bGjjn935XRNvrgyex30hXeLJ8JbNvbgYkg.dAZCymio2u6hwyOuu4vCL99v2cmxkii4AJ6eusZ3Basg.JPEG.apple1430%2F20180228_184759.jpg,36.4288931,127.3921766
290,예가,"대전광역시 유성구 은구비로 8, 지상1층 (지족동)",대전광역시 유성구 지족동 884-3 1층 ,20120717,한식,석갈비, 042 8255370,NULL,36.3757259,127.3160414
291,샤브향 관평점,"대전광역시 유성구 테크노중앙로 55, 지상1층 102호 (관평동, 에이스타워)",대전광역시 유성구 관평동 798 에이스타워 1층 102호,20111004,한식,"월남쌈,샤브샤브",042 936 9233,NULL,36.4264424,127.3917742
292,옛날숯불갈비,"대전광역시 유성구 계룡로74번길 13-7, 지상1층 (봉명동)",대전광역시 유성구 봉명동 447-10 1층 ,20110719,,"소갈비,돼지갈비", 042 8227055,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200710_176%2F15943611073638V3TE_JPEG%2FhVG-Fu62BX_URaGU30BXZRAS.JPG.jpg,36.3538391,127.3393964
293,인디,"대전광역시 유성구 테크노중앙로 32, 지상2층 202,203호 (관평동)","대전광역시 유성구 관평동 806 2층 202,203호 ",20110405,,"인도요리(커리,탄두리)", 042 4717052,NULL,36.4269254,127.3890972
294,동두천철판부대찌개,"대전광역시 유성구 반석동로34번길 39, 지상1층 (반석동)",대전광역시 유성구 반석동 644-8 지상1층 ,20160406,한식,부대찌개,042 826 6071,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200209_218%2F1581214294016Dyicc_JPEG%2FsEZmK2IP9YAOeBpWW578E-Bc.jpg,36.3908417,127.314373
295,오시오칼국수,"대전광역시 유성구 노은로410번길 8 (하기동,지상1층1동)",대전광역시 유성구 하기동 345-1 지상1층1동 ,20111004,분식,칼국수,042 822 1016,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_67%2F1441028810910sxkNM_JPEG%2F20030912_0.jpg,36.3906796,127.3291474
296,착한낙지,"대전광역시 유성구 유성대로654번길 22, 지상1층 (구암동)",대전광역시 유성구 구암동 624-1 1층 ,20120717,한식,낙지요리,042 822 5480,NULL,36.3516597,127.3304572
297,박가원옻닭,"대전광역시 유성구 대학로76번안길 62, 지상1층 (궁동)",대전광역시 유성구 궁동 490-11 ,20131023,한식,"돌솥밥,포천이동갈비",042  4722388,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220529_151%2F1653830801902rewmy_JPEG%2F20220526_153231.jpg,36.3602142,127.3467111
298,샤브향(노은점),"대전광역시 유성구 노은로 71, 지상1층 101호 (노은동, 노은스타돔아파트)",대전광역시 유성구 노은동 553-8 노은스타돔아파트 지상1층 101호,20121025,,월남썀샤브,042 256 2002,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_8%2F14410804347752hIwb_JPEG%2FSUBMIT_1330515578436_21214978.jpg,36.3660755,127.3172755
299,라마띠네,"대전광역시 유성구 유성대로1689번길 69, 지상1층 (전민동)",대전광역시 유성구 전민동 460 지상1층 ,20130719,한식,"고추장양념구이,한방오리백숙",042 865 3111,NULL,36.4044297,127.3921041
300,원조쌈밥 대전유성점,"대전광역시 유성구 상대동로2번길 65, 지상1층 (상대동)",대전광역시 유성구 상대동 477-1 지상1층 ,20141127,한식,쌈밥,042 825 3534,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181207_289%2F1544160606367zneNQ_JPEG%2F87LlEuNZDCxKVsz_hc8CtfxU.jpg,36.3432783,127.3351479
301,더함뜰,"대전광역시 유성구 동서대로 181, 1층 (덕명동)",대전광역시 유성구 덕명동 171-13 1층 ,20140703,한식,"한정식, 돼지갈비",042 823 9293,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210416_109%2F1618556551853QgKfT_JPEG%2FTunQ7ZCsPuCySkEfiu7zx6RV.jpg,36.3462195,127.295597
302,제주유기농쌈밥촌(본점),"대전광역시 유성구 진잠로150번길 75, 지상1층 (원내동)",대전광역시 유성구 원내동 228-1 지상1층 ,20140930,한식,유기농쌈밥,042 541 8834,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180409_262%2F15232327571420mrLU_JPEG%2FQSv2TdVJTn5-VPd4OvotGXK7.jpg,36.3002264,127.3189224
303,라라코스트(관평점),"대전광역시 유성구 관평2로 32, 지상2층 (관평동)",대전광역시 유성구 관평동 923 지상2층 ,20150630,양식,"파스타, 화덕피자",070 82483230,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201230_31%2F1609303732475VoUg1_JPEG%2FNtGajSkLExjVbJX-sEzOZM6J.jpg,36.4239417,127.3893358
304,한마음면옥,"대전광역시 유성구 학하서로77번길 17, 지상1층 (계산동)",대전광역시 유성구 계산동 711-3 지상1층 ,20140930,한식,냉면,042 822 0159,NULL,36.3375779,127.2942941
305,춘수사,"대전광역시 유성구 온천북로33번길 21-8, 지상2층 (봉명동)",대전광역시 유성구 봉명동 630-4 지상2층 ,20141127,일식,"생선회,초밥",042 825 9033,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200417_63%2F1587113647505k3H8y_JPEG%2F1wqvImfprttJ68tgWJSbsC7E.jpg,36.3580005,127.3465079
306,하누정,"대전광역시 유성구 월드컵대로308번길 21-10, 지상1층 (상대동)",대전광역시 유성구 상대동 453-3 지상1층 ,20161011,한식,"등심, 안창",042 823 3337,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_122%2F1440995302386BfRaY_JPEG%2FSUBMIT_1417838700952_35357077.jpg,36.347061,127.3347066
307,유성봉명한우,"대전광역시 유성구 계룡로74번길 55, 지상2층 (봉명동)",대전광역시 유성구 봉명동 556-21 지상2층 ,20150925,한식,한우모듬,042 822 7176,NULL,36.3519389,127.3383529
308,늘봄한우,"대전광역시 유성구 문화원로 129, 지상1층 102호 (봉명동)",대전광역시 유성구 봉명동 662-5 봉명매드진빌딩 지상1층 102호 ,20150925,한식,소고기모듬,042 825 3092,NULL,36.3586899,127.3501278
309,기린더매운갈비찜,"대전광역시 유성구 봉명서로 51-10, 지상1층 (봉명동)",대전광역시 유성구 봉명동 1031-7 지상1층 ,20161011,한식,돼지갈비찜,042 824 9778,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190307_150%2F15519309155221JlTi_JPEG%2F2ExBEWVbT5LY191N0gZzaXCU.jpg,36.3531722,127.3454011
310,유생촌,"대전광역시 유성구 엑스포로 240, 지상1층 (원촌동)",대전광역시 유성구 원촌동 48-2 지상1층 ,20161011,한식,돈가스,042 864 3200,NULL,36.3777176,127.4056516
311,교동면옥 대전구암점,"대전광역시 유성구 월드컵대로 289, 지상2층 (구암동)",대전광역시 유성구 구암동 620-5 지상2층 ,20160406,한식,돼지갈비,042 822 9291,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200402_59%2F1585826127079XTvdN_JPEG%2FrJtNhThIqn2feBlkMwdRR7mw.jpg,36.349003,127.3324151
312,영화반점,"대전광역시 대덕구 신탄진동로23번길 46 (신탄진동,(1층))",대전광역시 대덕구 신탄진동 139-17 (1층) ,20081231,중식,"탕수육,삼선짜장", 042931 4158,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA5MjBfMTc1%2FMDAxNjYzNjEwMTk0MDAz.vIBPWVZssENyDzpwcOfCKw9a5GU8j8uJX2SGDeBbcCEg.gB43scLKizT4DJyWm7ASylbWU6gGMWWgFD7wQcMZVYgg.JPEG.yookjihye%2FIMG_8185.jpg,36.449803,127.4315863
313,이가촌,대전광역시 대덕구 아리랑로 141 (읍내동),대전광역시 대덕구 읍내동 360-3 ,19940615,,삼겹살, 042 6313900,NULL,36.3737831,127.419844
314,순민물장어구이식당,대전광역시 대덕구 신탄진동로24번길 9 (신탄진동),대전광역시 대덕구 신탄진동 156-7 ,20111228,한식,장어구이, 042 9321946,NULL,36.4473891,127.4322587
315,황해면옥식당,대전광역시 대덕구 한남로149번길 1 (오정동),대전광역시 대덕구 오정동 490-1 ,20010404,,돼지갈비, 042 6257798,NULL,36.3469878,127.4143878
316,구미횟집,대전광역시 대덕구 신탄진동로 60 (신탄진동),대전광역시 대덕구 신탄진동 150-2 ,20140711,생선회,활어회, 042 9325912,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210809_118%2F16284804374639zWJM_JPEG%2Fi7czcxnBPxhvIwxvgKkZFfNP.jpg,36.4481564,127.4359455
317,꽃돼지하우스식당,대전광역시 대덕구 덕암북로72번길 30 (덕암동),대전광역시 대덕구 덕암동 11-6 ,20040408,한식,생삼겹살, 042 9333710,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201126_142%2F1606391117218XXByk_JPEG%2FazBmmf5l6T4rZKRZbdY05rPW.jpeg.jpg,36.442949,127.4242364
318,옥순네추어칼국수,"대전광역시 대덕구 송촌남로 21-1, 1층 (송촌동)",대전광역시 대덕구 송촌동 246-12 ,20091230,,"추어칼국수, 추어탕", 042 6327640,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_38%2F1441059958103KNImU_JPEG%2F106363547842095_0.jpg,36.3538341,127.4414042
319,장수촌식당,"대전광역시 대덕구 신탄진로 512, 1층 (상서동)","대전광역시 대덕구 상서동 349-1 ,3,13,396-1,8(1층) ",20080407,,"누룽지삼계탕, 쟁반막국수",042 934 7510,NULL,36.4246465,127.4202543
320,갈밭식당,대전광역시 대덕구 대청호수로 1553 (갈전동),대전광역시 대덕구 갈전동 238-8 ,20020415,,매운탕, 042 9323872,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_42%2F1441057012146YN8eq_JPEG%2F156155406849106_0.jpg,36.4276562,127.4653652
